gene_id	scaffold	start	end	strand	product
PcrG025863	h1tg001051l	139251	144466	+	
PcrG025864	h1tg001051l	172349	174553	+	
PcrG025865	h1tg001051l	277843	282654	-	
PcrG025866	h1tg001051l	304502	307110	-	
PcrG025867	h1tg001051l	308243	310900	-	
PcrG025868	h1tg001051l	311385	344591	+	
PcrG025869	h1tg001051l	355986	357710	-	
PcrG025870	h1tg001052l	15142	22110	-	
PcrG025871	h1tg001052l	25455	31776	+	
PcrG025872	h1tg001053l	29947	34165	+	
PcrG025873	h1tg001054l	39425	40639	+	
PcrG025874	h1tg001054l	42044	42960	-	
PcrG025875	h1tg001054l	72282	76589	+	
PcrG025876	h1tg001054l	80589	89303	+	
PcrG025877	h1tg001054l	129109	130970	-	
PcrG025878	h1tg001055l	41600	42856	+	
PcrG025879	h1tg001055l	51663	52976	-	
PcrG025880	h1tg001055l	73420	74691	+	
PcrG025881	h1tg001055l	103534	104733	+	
PcrG025882	h1tg001055l	113202	114515	-	
PcrG025883	h1tg001055l	117220	119118	+	
PcrG025884	h1tg001055l	127894	129165	+	
PcrG025885	h1tg001055l	137725	138624	-	
PcrG025886	h1tg001055l	146537	147418	+	
PcrG025887	h1tg001055l	153708	154640	-	
PcrG025888	h1tg001056l	273	11153	-	
PcrG025889	h1tg001056l	20201	23256	-	
PcrG025890	h1tg001056l	29068	40936	-	
PcrG025891	h1tg001056l	45513	55651	-	
PcrG025892	h1tg001056l	78053	90877	-	
PcrG025893	h1tg001056l	91043	95923	+	
PcrG025894	h1tg001056l	102751	104441	+	
PcrG025895	h1tg001056l	109494	138342	+	
PcrG025896	h1tg001056l	156789	166448	-	
PcrG025897	h1tg001056l	172388	176424	-	
PcrG025898	h1tg001056l	181607	191822	+	
PcrG025899	h1tg001056l	194305	221594	-	
PcrG025900	h1tg001056l	222326	254503	+	
PcrG025901	h1tg001056l	257208	261408	-	
PcrG025902	h1tg001056l	261585	267426	+	
PcrG025903	h1tg001057l	1385	3208	-	
PcrG025904	h1tg001057l	17335	62366	-	
PcrG025905	h1tg001057l	126674	128517	+	
PcrG025906	h1tg001057l	130279	135766	-	
PcrG025907	h1tg001057l	150760	154298	+	
PcrG025908	h1tg001057l	156006	171098	+	
PcrG025909	h1tg001057l	172768	173733	+	
PcrG025910	h1tg001057l	180057	181196	-	
PcrG025911	h1tg001057l	183869	185002	-	
PcrG025912	h1tg001057l	210826	211899	-	
PcrG025913	h1tg001057l	231550	232641	-	
PcrG025914	h1tg001057l	238397	241076	-	
PcrG025915	h1tg001058l	3354	20971	-	
PcrG025916	h1tg001058l	23162	30712	+	
PcrG025917	h1tg001058l	36546	38771	+	
PcrG025918	h1tg001058l	39649	45493	-	
PcrG025919	h1tg001058l	45990	85783	+	
PcrG025920	h1tg001058l	195288	199017	-	
PcrG025921	h1tg001058l	199141	253094	+	
PcrG025922	h1tg001058l	263370	277590	+	
PcrG025923	h1tg001058l	281742	300967	+	
PcrG025924	h1tg001058l	305343	306470	-	
PcrG025925	h1tg001059l	58	2013	+	
PcrG025926	h1tg001059l	16157	34740	-	
PcrG025927	h1tg001059l	41954	43918	+	
PcrG025928	h1tg001059l	66057	74288	-	
PcrG025929	h1tg001059l	102456	104417	+	
PcrG025930	h1tg001060l	996	45022	+	
PcrG025931	h1tg001060l	77702	86364	-	
PcrG025932	h1tg001060l	99254	101827	-	
PcrG025933	h1tg001060l	138046	140163	-	
PcrG025934	h1tg001060l	212598	224297	-	
PcrG025935	h1tg001061l	41	14043	-	
PcrG025936	h1tg001061l	14264	21235	+	
PcrG025937	h1tg001061l	29847	36736	-	
PcrG025938	h1tg001061l	91238	130883	+	
PcrG025939	h1tg001061l	132936	136495	+	
PcrG025940	h1tg001061l	142653	159063	-	
PcrG025941	h1tg001061l	164651	189403	+	
PcrG025942	h1tg001063l	12409	16457	+	
PcrG025943	h1tg001063l	75071	90778	+	
PcrG025944	h1tg001064l	11624	32104	+	
PcrG025945	h1tg001064l	63115	64808	+	
PcrG025946	h1tg001064l	86942	90746	+	
PcrG025947	h1tg001064l	93411	107947	-	
PcrG025948	h1tg001064l	124259	132291	-	
PcrG025949	h1tg001064l	133152	171903	+	
PcrG025950	h1tg001064l	173521	179507	-	
PcrG025951	h1tg001064l	189294	206834	-	
PcrG025952	h1tg001065l	10264	10941	+	
PcrG025953	h1tg001065l	70349	75733	+	
PcrG025954	h1tg001065l	86714	91026	+	
PcrG025955	h1tg001066l	16252	20347	+	
PcrG025956	h1tg001066l	49242	56191	-	
PcrG025957	h1tg001066l	59043	64692	-	
PcrG025958	h1tg001066l	65133	72600	+	
PcrG025959	h1tg001066l	73208	76919	-	
PcrG025960	h1tg001066l	82241	85637	+	
PcrG025961	h1tg001066l	90723	100879	+	
PcrG025962	h1tg001066l	102898	115226	-	
PcrG025963	h1tg001066l	117181	120215	-	
PcrG025964	h1tg001066l	120689	132146	+	
PcrG025965	h1tg001066l	139003	139974	+	
PcrG025966	h1tg001066l	146834	147805	+	
PcrG025967	h1tg001067l	75603	81100	-	
PcrG025968	h1tg001067l	330745	336207	+	
PcrG025969	h1tg001067l	350862	354105	+	
PcrG025970	h1tg001067l	355492	367742	+	
PcrG025971	h1tg001067l	411007	412176	+	
PcrG025972	h1tg001067l	466268	473593	-	
PcrG025973	h1tg001067l	486846	499119	-	
PcrG025974	h1tg001067l	507036	507872	+	
PcrG025975	h1tg001067l	647207	648320	+	
PcrG025976	h1tg001067l	665930	679164	+	
PcrG025977	h1tg001068l	53972	56095	+	
PcrG025978	h1tg001068l	57821	58960	-	
PcrG025979	h1tg001068l	62175	73374	+	
PcrG025980	h1tg001068l	75570	84362	-	
PcrG025981	h1tg001068l	93357	105018	-	
PcrG025982	h1tg001068l	150357	154609	+	
PcrG025983	h1tg001068l	159828	160121	+	
PcrG025984	h1tg001068l	179346	181405	+	
PcrG025985	h1tg001068l	186690	191360	+	
PcrG025986	h1tg001068l	207385	211008	+	
PcrG025987	h1tg001068l	212597	215739	-	
PcrG025988	h1tg001068l	242111	245425	+	
PcrG025989	h1tg001068l	246751	256589	+	
PcrG025990	h1tg001068l	260383	262239	-	
PcrG025991	h1tg001068l	266101	275906	+	
PcrG025992	h1tg001068l	293325	295726	-	
PcrG025993	h1tg001068l	298421	301475	+	
PcrG025994	h1tg001068l	305982	307012	+	
PcrG025995	h1tg001068l	307088	308889	+	
PcrG025996	h1tg001068l	311060	343069	+	
PcrG025997	h1tg001068l	344206	344871	-	
PcrG025998	h1tg001068l	357725	365182	-	
PcrG025999	h1tg001068l	366975	372665	-	
PcrG026000	h1tg001068l	382492	386385	+	
PcrG026001	h1tg001069l	254456	254881	-	
PcrG026002	h1tg001069l	304391	305273	+	
PcrG026003	h1tg001069l	321572	321997	+	
PcrG026004	h1tg001070l	20536	24579	+	
PcrG026005	h1tg001070l	113193	161028	-	
PcrG026006	h1tg001070l	202574	203993	-	
PcrG026007	h1tg001071l	73947	74288	-	
PcrG026008	h1tg001071l	138258	146280	-	
PcrG026009	h1tg001071l	149113	177166	-	
PcrG026010	h1tg001071l	185515	186162	+	
PcrG026011	h1tg001071l	191575	203239	-	
PcrG026012	h1tg001071l	215512	261135	+	
PcrG026013	h1tg001072l	224	7417	-	
PcrG026014	h1tg001072l	10952	23327	+	
PcrG026015	h1tg001072l	25721	53358	+	
PcrG026016	h1tg001072l	88314	99723	+	
PcrG026017	h1tg001072l	100815	106414	+	
PcrG026018	h1tg001072l	108474	123979	-	
PcrG026019	h1tg001072l	127947	137785	+	
PcrG026020	h1tg001072l	141346	143533	-	
PcrG026021	h1tg001072l	144796	145395	+	
PcrG026022	h1tg001072l	152414	153028	+	
PcrG026023	h1tg001072l	154065	154616	+	
PcrG026024	h1tg001072l	161610	178365	+	
PcrG026025	h1tg001072l	181042	184828	+	
PcrG026026	h1tg001072l	191778	202676	-	
PcrG026027	h1tg001072l	203144	223403	+	
PcrG026028	h1tg001072l	226919	228485	-	
PcrG026029	h1tg001072l	232554	239195	-	
PcrG026030	h1tg001072l	249381	253119	-	
PcrG026031	h1tg001072l	253149	254984	-	
PcrG026032	h1tg001072l	264492	266125	-	
PcrG026033	h1tg001072l	267022	267804	-	
PcrG026034	h1tg001072l	272376	287794	+	
PcrG026035	h1tg001072l	299559	300716	+	
PcrG026036	h1tg001072l	328333	329490	+	
PcrG026037	h1tg001072l	332761	341420	+	
PcrG026038	h1tg001072l	374201	423938	+	
PcrG026039	h1tg001072l	433788	437878	+	
PcrG026040	h1tg001072l	437995	438960	-	
PcrG026041	h1tg001072l	448773	451265	+	
PcrG026042	h1tg001072l	452950	458456	+	
PcrG026043	h1tg001072l	459364	469702	-	
PcrG026044	h1tg001073l	239	23642	+	
PcrG026045	h1tg001073l	28422	40993	-	
PcrG026046	h1tg001073l	77607	78641	-	
PcrG026047	h1tg001073l	139082	175128	-	
PcrG026048	h1tg001073l	189851	194741	-	
PcrG026049	h1tg001073l	222575	238029	-	
PcrG026050	h1tg001074l	576	36516	+	
PcrG026051	h1tg001074l	44151	56409	+	
PcrG026052	h1tg001074l	59585	61696	-	
PcrG026053	h1tg001074l	72090	72542	-	
PcrG026054	h1tg001074l	76496	76948	-	
PcrG026055	h1tg001074l	77120	84495	+	
PcrG026056	h1tg001074l	85166	95904	-	
PcrG026057	h1tg001074l	96163	132974	+	
PcrG026058	h1tg001074l	136394	137635	-	
PcrG026059	h1tg001075l	1573	3175	-	
PcrG026060	h1tg001075l	75884	77425	-	
PcrG026061	h1tg001075l	83698	85239	-	
PcrG026062	h1tg001075l	93935	94792	-	
PcrG026063	h1tg001075l	120592	122740	-	
PcrG026064	h1tg001075l	132923	133691	+	
PcrG026065	h1tg001075l	136855	139128	-	
PcrG026066	h1tg001075l	180106	221468	-	
PcrG026067	h1tg001075l	291208	292965	+	
PcrG026068	h1tg001075l	296116	299113	-	
PcrG026069	h1tg001075l	299414	300535	-	
PcrG026070	h1tg001075l	359741	361236	+	
PcrG026071	h1tg001075l	403247	404603	-	
PcrG026072	h1tg001075l	428098	430697	+	
PcrG026073	h1tg001075l	434080	434505	-	
PcrG026074	h1tg001075l	449332	451680	-	
PcrG026075	h1tg001075l	476756	478476	+	
PcrG026076	h1tg001075l	490768	525112	+	
PcrG026077	h1tg001075l	530280	537333	-	
PcrG026078	h1tg001075l	569885	591224	-	
PcrG026079	h1tg001076l	9929	22112	-	
PcrG026080	h1tg001076l	23194	29355	+	
PcrG026081	h1tg001077l	141468	142499	-	
PcrG026082	h1tg001077l	236381	237033	-	
PcrG026083	h1tg001077l	398711	409395	+	
PcrG026084	h1tg001077l	627185	628198	-	
PcrG026085	h1tg001077l	638106	640098	-	
PcrG026086	h1tg001077l	647642	649613	+	
PcrG026087	h1tg001077l	940280	941463	+	
PcrG026088	h1tg001077l	1205353	1206477	+	
PcrG026089	h1tg001078l	102698	114980	-	
PcrG026090	h1tg001078l	193504	194343	+	
PcrG026091	h1tg001078l	198552	199613	+	
PcrG026092	h1tg001078l	218733	220189	-	
PcrG026093	h1tg001078l	237257	237903	+	
PcrG026094	h1tg001078l	383149	384375	-	
PcrG026095	h1tg001078l	406475	410119	+	
PcrG026096	h1tg001078l	413145	414134	-	
PcrG026097	h1tg001080l	89454	90464	-	
PcrG026098	h1tg001080l	106663	107487	-	
PcrG026099	h1tg001080l	157108	157470	-	
PcrG026100	h1tg001080l	219495	220535	-	
PcrG026101	h1tg001080l	243349	244506	-	
PcrG026102	h1tg001080l	251619	252782	-	
PcrG026103	h1tg001080l	269938	279100	-	
PcrG026104	h1tg001080l	279327	280661	+	
PcrG026105	h1tg001080l	284573	299989	-	
PcrG026106	h1tg001080l	316473	320009	-	
PcrG026107	h1tg001080l	383032	398623	-	
PcrG026108	h1tg001080l	398714	434121	+	
PcrG026109	h1tg001081l	32572	36394	-	
PcrG026110	h1tg001081l	71739	75526	-	
PcrG026111	h1tg001081l	100628	102526	+	
PcrG026112	h1tg001081l	103111	104433	-	
PcrG026113	h1tg001081l	106114	120022	+	
PcrG026114	h1tg001081l	132473	149733	-	
PcrG026115	h1tg001081l	178415	183802	+	
PcrG026116	h1tg001081l	208186	225202	-	
PcrG026117	h1tg001081l	236437	248985	-	
PcrG026118	h1tg001081l	273075	327593	-	
PcrG026119	h1tg001081l	354108	358573	-	
PcrG026120	h1tg001081l	373836	397944	-	
PcrG026121	h1tg001081l	438147	448961	-	
PcrG026122	h1tg001081l	484393	487284	-	
PcrG026123	h1tg001081l	501003	509064	-	
PcrG026124	h1tg001082l	3094	22441	+	
PcrG026125	h1tg001082l	25553	40287	-	
PcrG026126	h1tg001082l	56766	64804	+	
PcrG026127	h1tg001082l	72646	74652	+	
PcrG026128	h1tg001083l	20738	31890	+	
PcrG026129	h1tg001083l	42683	51299	-	
PcrG026130	h1tg001083l	53257	54579	-	
PcrG026131	h1tg001083l	61364	62677	-	
PcrG026132	h1tg001083l	65220	66545	-	
PcrG026133	h1tg001083l	131605	140264	+	
PcrG026134	h1tg001083l	143186	143926	-	
PcrG026135	h1tg001083l	164807	172423	-	
PcrG026136	h1tg001083l	175054	176382	+	
PcrG026137	h1tg001083l	263520	265107	+	
PcrG026138	h1tg001083l	284690	288773	-	
PcrG026139	h1tg001083l	290448	291110	-	
PcrG026140	h1tg001083l	357853	362967	+	
PcrG026141	h1tg001083l	365947	367281	-	
PcrG026142	h1tg001083l	391982	392947	+	
PcrG026143	h1tg001083l	430099	433034	+	
PcrG026144	h1tg001083l	436051	437233	-	
PcrG026145	h1tg001083l	492592	497989	+	
PcrG026146	h1tg001083l	501413	503555	-	
PcrG026147	h1tg001083l	546451	553721	+	
PcrG026148	h1tg001083l	572581	573924	-	
PcrG026149	h1tg001083l	575801	576868	-	
PcrG026150	h1tg001083l	583552	584847	-	
PcrG026151	h1tg001083l	592394	593734	-	
PcrG026152	h1tg001083l	601830	603167	-	
PcrG026153	h1tg001083l	606213	607523	-	
PcrG026154	h1tg001083l	625927	630549	+	
PcrG026155	h1tg001083l	650310	655455	+	
PcrG026156	h1tg001084l	34564	48683	-	
PcrG026157	h1tg001084l	49083	67989	+	
PcrG026158	h1tg001085l	6705	8277	+	
PcrG026159	h1tg001085l	17153	24019	-	
PcrG026160	h1tg001085l	24301	24788	-	
PcrG026161	h1tg001085l	99510	101872	+	
PcrG026162	h1tg001085l	101915	102262	+	
PcrG026163	h1tg001085l	184669	185679	+	
PcrG026164	h1tg001085l	191536	205037	-	
PcrG026165	h1tg001085l	235874	250806	+	
PcrG026166	h1tg001085l	257112	266187	-	
PcrG026167	h1tg001087l	11491	37106	-	
PcrG026168	h1tg001087l	37366	42223	+	
PcrG026169	h1tg001088l	8061	27892	-	
PcrG026170	h1tg001088l	53446	74926	-	
PcrG026171	h1tg001088l	82095	98242	-	
PcrG026172	h1tg001088l	109745	127534	-	
PcrG026173	h1tg001088l	136851	165304	-	
PcrG026174	h1tg001088l	170140	184076	-	
PcrG026175	h1tg001088l	262934	266295	+	
PcrG026176	h1tg001089l	22798	48378	+	
PcrG026177	h1tg001090l	58587	69281	+	
PcrG026178	h1tg001090l	90115	96692	+	
PcrG026179	h1tg001090l	96782	98210	+	
PcrG026180	h1tg001090l	154764	162769	-	
PcrG026181	h1tg001090l	171428	182330	-	
PcrG026182	h1tg001090l	184125	190561	+	
PcrG026183	h1tg001090l	194930	198157	-	
PcrG026184	h1tg001090l	216840	218240	-	
PcrG026185	h1tg001090l	220426	249054	-	
PcrG026186	h1tg001090l	249195	258404	+	
PcrG026187	h1tg001090l	264363	267380	-	
PcrG026188	h1tg001090l	270452	278993	+	
PcrG026189	h1tg001090l	281370	283835	-	
PcrG026190	h1tg001090l	284034	287358	-	
PcrG026191	h1tg001091l	348	7332	-	
PcrG026192	h1tg001091l	12003	21644	-	
PcrG026193	h1tg001091l	37652	60901	-	
PcrG026194	h1tg001091l	77841	80465	+	
PcrG026195	h1tg001091l	91462	92513	-	
PcrG026196	h1tg001091l	118134	125840	-	
PcrG026197	h1tg001091l	133012	135171	+	
PcrG026198	h1tg001091l	199362	207207	+	
PcrG026199	h1tg001091l	255475	257505	+	
PcrG026200	h1tg001091l	272187	282866	+	
PcrG026201	h1tg001091l	290268	305547	-	
PcrG026202	h1tg001091l	312447	318476	-	
PcrG026203	h1tg001091l	329769	339927	-	
PcrG026204	h1tg001091l	350296	367126	+	
PcrG026205	h1tg001091l	374741	387040	-	
PcrG026206	h1tg001091l	390352	395613	+	
PcrG026207	h1tg001091l	400462	405596	-	
PcrG026208	h1tg001091l	407370	424555	+	
PcrG026209	h1tg001091l	432126	442075	-	
PcrG026210	h1tg001091l	447239	454200	-	
PcrG026211	h1tg001091l	461646	464838	+	
PcrG026212	h1tg001091l	466457	468913	+	
PcrG026213	h1tg001091l	469937	470848	-	
PcrG026214	h1tg001091l	471850	472755	-	
PcrG026215	h1tg001091l	509100	510011	-	
PcrG026216	h1tg001091l	519555	549630	+	
PcrG026217	h1tg001091l	566109	567221	+	
PcrG026218	h1tg001091l	572911	574755	-	
PcrG026219	h1tg001091l	591195	592199	-	
PcrG026220	h1tg001091l	759847	760827	+	
PcrG026221	h1tg001091l	767717	769199	+	
PcrG026222	h1tg001091l	776095	777075	+	
PcrG026223	h1tg001091l	785416	786396	+	
PcrG026224	h1tg001091l	794361	795846	+	
PcrG026225	h1tg001091l	798181	800227	-	
PcrG026226	h1tg001091l	814284	816296	-	
PcrG026227	h1tg001091l	817738	819657	-	
PcrG026228	h1tg001091l	827004	829818	+	
PcrG026229	h1tg001091l	835444	848699	+	
PcrG026230	h1tg001091l	849710	865858	-	
PcrG026231	h1tg001091l	878157	901827	+	
PcrG026232	h1tg001092l	88418	97500	-	
PcrG026233	h1tg001092l	97980	108019	+	
PcrG026234	h1tg001092l	109706	118957	+	
PcrG026235	h1tg001092l	148298	150765	+	
PcrG026236	h1tg001092l	166356	171724	-	
PcrG026237	h1tg001093l	15033	15962	-	
PcrG026238	h1tg001093l	39865	57638	+	
PcrG026239	h1tg001093l	60557	67694	+	
PcrG026240	h1tg001093l	107158	155840	-	
PcrG026241	h1tg001093l	166390	189570	-	
PcrG026242	h1tg001093l	206348	209068	+	
PcrG026243	h1tg001093l	216666	228121	-	
PcrG026244	h1tg001093l	228579	230228	+	
PcrG026245	h1tg001093l	235392	235994	-	
PcrG026246	h1tg001093l	236171	237148	+	
PcrG026247	h1tg001093l	241067	247261	+	
PcrG026248	h1tg001094l	4368	6209	-	
PcrG026249	h1tg001094l	14484	21381	+	
PcrG026250	h1tg001094l	31764	34232	-	
PcrG026251	h1tg001094l	37711	53930	+	
PcrG026252	h1tg001094l	54212	56519	+	
PcrG026253	h1tg001094l	72954	75197	+	
PcrG026254	h1tg001094l	84604	85665	-	
PcrG026255	h1tg001096l	17805	19292	+	
PcrG026256	h1tg001096l	31929	33416	+	
PcrG026257	h1tg001096l	43123	44640	+	
PcrG026258	h1tg001096l	47296	51534	-	
PcrG026259	h1tg001096l	51798	60727	+	
PcrG026260	h1tg001096l	64678	77739	-	
PcrG026261	h1tg001096l	77897	78673	+	
PcrG026262	h1tg001096l	129608	145367	-	
PcrG026263	h1tg001096l	148569	149237	-	
PcrG026264	h1tg001096l	150496	158288	+	
PcrG026265	h1tg001096l	169178	172333	+	
PcrG026266	h1tg001096l	183456	188222	+	
PcrG026267	h1tg001096l	228759	230762	+	
PcrG026268	h1tg001096l	235320	245640	-	
PcrG026269	h1tg001096l	245763	251631	+	
PcrG026270	h1tg001096l	271228	289670	+	
PcrG026271	h1tg001097l	4509	20783	+	
PcrG026272	h1tg001097l	24236	51168	-	
PcrG026273	h1tg001097l	60474	64245	-	
PcrG026274	h1tg001097l	70420	70866	+	
PcrG026275	h1tg001097l	72657	95303	+	
PcrG026276	h1tg001098l	4029	17595	+	
PcrG026277	h1tg001098l	133216	133989	+	
PcrG026278	h1tg001099l	11	19528	-	
PcrG026279	h1tg001099l	40782	52718	-	
PcrG026280	h1tg001099l	79107	82896	-	
PcrG026281	h1tg001099l	91070	99977	+	
PcrG026282	h1tg001099l	104360	108946	-	
PcrG026283	h1tg001099l	111170	113803	-	
PcrG026284	h1tg001099l	154173	163138	+	
PcrG026285	h1tg001099l	175408	181382	+	
PcrG026286	h1tg001099l	188717	197494	-	
PcrG026287	h1tg001099l	270062	292305	+	
PcrG026288	h1tg001099l	380917	403393	+	
PcrG026289	h1tg001099l	425908	454020	+	
PcrG026290	h1tg001100l	45128	56918	+	
PcrG026291	h1tg001100l	90341	120908	+	
PcrG026292	h1tg001100l	160142	187150	-	
PcrG026293	h1tg001101l	1380	19570	-	
PcrG026294	h1tg001102l	403	11161	-	
PcrG026295	h1tg001103l	1381	4374	-	
PcrG026296	h1tg001103l	9557	20649	+	
PcrG026297	h1tg001103l	25013	32018	-	
PcrG026298	h1tg001103l	61393	65048	-	
PcrG026299	h1tg001103l	82368	82787	+	
PcrG026300	h1tg001103l	100638	101375	+	
PcrG026301	h1tg001103l	102204	102947	-	
PcrG026302	h1tg001103l	103393	105445	+	
PcrG026303	h1tg001103l	123189	124424	+	
PcrG026304	h1tg001103l	126575	134102	+	
PcrG026305	h1tg001103l	135231	136895	-	
PcrG026306	h1tg001105l	4920	48791	-	
PcrG026307	h1tg001105l	52867	63456	-	
PcrG026308	h1tg001105l	79024	99915	-	
PcrG026309	h1tg001105l	101495	103066	-	
PcrG026310	h1tg001105l	107481	130993	-	
PcrG026311	h1tg001105l	146307	170666	+	
PcrG026312	h1tg001105l	190557	198845	+	
PcrG026313	h1tg001106l	6350	7279	+	
PcrG026314	h1tg001106l	91428	107600	+	
PcrG026315	h1tg001106l	115265	135124	+	
PcrG026316	h1tg001106l	140109	152423	-	
PcrG026317	h1tg001106l	152808	177879	+	
PcrG026318	h1tg001106l	179181	183667	-	
PcrG026319	h1tg001106l	185713	199544	+	
PcrG026320	h1tg001106l	203729	207661	-	
PcrG026321	h1tg001106l	238766	258488	+	
PcrG026322	h1tg001106l	265807	267638	-	
PcrG026323	h1tg001106l	270085	274685	+	
PcrG026324	h1tg001106l	279173	282851	-	
PcrG026325	h1tg001106l	287415	287789	+	
PcrG026326	h1tg001106l	293244	305382	-	
PcrG026327	h1tg001106l	308372	319299	-	
PcrG026328	h1tg001107l	77796	83588	+	
PcrG026329	h1tg001107l	102321	116969	-	
PcrG026330	h1tg001107l	131133	133650	-	
PcrG026331	h1tg001108l	2389	6031	+	
PcrG026332	h1tg001108l	20112	24319	-	
PcrG026333	h1tg001108l	31741	41285	+	
PcrG026334	h1tg001108l	42679	44988	-	
PcrG026335	h1tg001108l	46460	48014	-	
PcrG026336	h1tg001108l	49322	59378	+	
PcrG026337	h1tg001108l	96751	115181	-	
PcrG026338	h1tg001108l	172223	189568	-	
PcrG026339	h1tg001108l	203534	205573	+	
PcrG026340	h1tg001109l	3582	9682	+	
PcrG026341	h1tg001109l	11309	19338	-	
PcrG026342	h1tg001109l	19782	21720	-	
PcrG026343	h1tg001109l	57777	63097	-	
PcrG026344	h1tg001109l	69018	75209	-	
PcrG026345	h1tg001110l	6076	23616	-	
PcrG026346	h1tg001110l	50233	54523	+	
PcrG026347	h1tg001110l	61467	83668	-	
PcrG026348	h1tg001110l	87546	97958	+	
PcrG026349	h1tg001110l	99927	104071	-	
PcrG026350	h1tg001110l	269274	278104	+	
PcrG026351	h1tg001110l	285890	297122	-	
PcrG026352	h1tg001110l	311526	327385	-	
PcrG026353	h1tg001110l	335354	340050	-	
PcrG026354	h1tg001110l	358263	367889	+	
PcrG026355	h1tg001110l	411707	412438	+	
PcrG026356	h1tg001110l	413015	413446	-	
PcrG026357	h1tg001110l	416831	417115	-	
PcrG026358	h1tg001110l	423511	453632	+	
PcrG026359	h1tg001110l	498793	528478	+	
PcrG026360	h1tg001110l	531877	545758	+	
PcrG026361	h1tg001110l	577062	589918	+	
PcrG026362	h1tg001111l	4010	37389	-	
PcrG026363	h1tg001111l	55216	67573	+	
PcrG026364	h1tg001111l	72394	74398	-	
PcrG026365	h1tg001112l	110361	137580	-	
PcrG026366	h1tg001112l	166066	175877	+	
PcrG026367	h1tg001112l	179238	179822	+	
PcrG026368	h1tg001113l	15572	53170	+	
PcrG026369	h1tg001114l	52	26856	-	
PcrG026370	h1tg001114l	27264	52023	+	
PcrG026371	h1tg001114l	58978	93511	+	
PcrG026372	h1tg001116c	18822	23679	+	
PcrG026373	h1tg001116c	25568	26695	-	
PcrG026374	h1tg001116c	48286	49614	+	
PcrG026375	h1tg001117l	856	8037	-	
PcrG026376	h1tg001117l	8482	21348	+	
PcrG026377	h1tg001117l	45139	49851	-	
PcrG026378	h1tg001117l	55700	65530	-	
PcrG026379	h1tg001117l	70252	74933	+	
PcrG026380	h1tg001117l	74953	77163	+	
PcrG026381	h1tg001117l	104238	118263	+	
PcrG026382	h1tg001117l	179231	189124	+	
PcrG026383	h1tg001117l	190882	202309	-	
PcrG026384	h1tg001119l	11911	13730	+	
PcrG026385	h1tg001119l	41417	45686	+	
PcrG026386	h1tg001119l	53031	54834	+	
PcrG026387	h1tg001119l	61219	63013	-	
PcrG026388	h1tg001119l	101589	104515	+	
PcrG026389	h1tg001119l	128246	168654	-	
PcrG026390	h1tg001119l	169009	189594	+	
PcrG026391	h1tg001119l	218118	220721	-	
PcrG026392	h1tg001119l	223245	229409	+	
PcrG026393	h1tg001119l	243947	247831	-	
PcrG026394	h1tg001120l	10288	12753	+	
PcrG026395	h1tg001120l	17387	19249	+	
PcrG026396	h1tg001121l	8243	14815	+	
PcrG026397	h1tg001121l	16479	19172	-	
PcrG026398	h1tg001121l	36518	39742	-	
PcrG026399	h1tg001121l	42071	46340	+	
PcrG026400	h1tg001121l	47778	53087	-	
PcrG026401	h1tg001121l	53384	71153	+	
PcrG026402	h1tg001121l	77169	77657	-	
PcrG026403	h1tg001121l	85066	87770	+	
PcrG026404	h1tg001121l	90793	108080	-	
PcrG026405	h1tg001121l	111397	127100	+	
PcrG026406	h1tg001121l	135285	165696	+	
PcrG026407	h1tg001121l	167330	171587	+	
PcrG026408	h1tg001121l	173873	186399	+	
PcrG026409	h1tg001121l	189795	193098	+	
PcrG026410	h1tg001121l	194394	197774	+	
PcrG026411	h1tg001121l	219405	223586	+	
PcrG026412	h1tg001121l	230689	233332	-	
PcrG026413	h1tg001122l	4336	10030	-	
PcrG026414	h1tg001122l	21688	25386	+	
PcrG026415	h1tg001122l	96137	108134	+	
PcrG026416	h1tg001122l	115495	126705	+	
PcrG026417	h1tg001122l	132833	141606	+	
PcrG026418	h1tg001122l	145433	146651	-	
PcrG026419	h1tg001122l	147206	149547	+	
PcrG026420	h1tg001122l	153465	171330	-	
PcrG026421	h1tg001122l	188783	192279	+	
PcrG026422	h1tg001122l	193731	201211	-	
PcrG026423	h1tg001122l	201674	218909	+	
PcrG026424	h1tg001122l	225486	241929	+	
PcrG026425	h1tg001122l	246758	247258	+	
PcrG026426	h1tg001122l	250044	251403	+	
PcrG026427	h1tg001122l	254036	265932	-	
PcrG026428	h1tg001122l	283128	285941	+	
PcrG026429	h1tg001122l	331874	358443	-	
PcrG026430	h1tg001124l	138142	139746	-	
PcrG026431	h1tg001124l	225416	226791	+	
PcrG026432	h1tg001124l	228847	230059	+	
PcrG026433	h1tg001124l	231164	231328	-	
PcrG026434	h1tg001125l	139551	140018	+	
PcrG026435	h1tg001126l	15890	18580	+	
PcrG026436	h1tg001126l	22930	29912	+	
PcrG026437	h1tg001127l	19007	27330	-	
PcrG026438	h1tg001127l	49278	89902	+	
PcrG026439	h1tg001127l	115930	124086	+	
PcrG026440	h1tg001127l	139811	154524	+	
PcrG026441	h1tg001127l	157752	171952	-	
PcrG026442	h1tg001127l	172392	186723	+	
PcrG026443	h1tg001127l	194341	195453	+	
PcrG026444	h1tg001127l	201562	202572	+	
